"deletion_rate"	"predictability_weight"	"Noun"	"Condition"	"SurprisalLogLikRatio"
"984"	0.2	1	"indication"	"u"	-11.0763117790222
"985"	0.2	1	"information"	"g"	-17.413537244002
"986"	0.2	1	"information"	"u"	-11.6180107911428
"987"	0.2	1	"insinuation"	"g"	-15.3257349828879
"988"	0.2	1	"insinuation"	"u"	-10.5644389907519
"989"	0.2	1	"intuition"	"g"	-17.7650470336278
"990"	0.2	1	"intuition"	"u"	-11.2300375620524
"991"	0.2	1	"message"	"g"	-17.6320730944475
"992"	0.2	1	"message"	"u"	-11.5939813375473
"993"	0.2	1	"myth"	"g"	-16.7154378592968
"994"	0.2	1	"myth"	"u"	-11.1199121991793
"995"	0.2	1	"news"	"g"	-16.4907711942991
"996"	0.2	1	"news"	"u"	-10.4870178023974
"997"	0.2	1	"notion"	"g"	-17.7910791436831
"998"	0.2	1	"notion"	"u"	-11.2472775300344
"999"	0.2	1	"observation"	"g"	-17.1408336559932
"1000"	0.2	1	"observation"	"u"	-10.7606587131818
"1001"	0.2	1	"opinion"	"g"	-18.090108414491
"1002"	0.2	1	"opinion"	"u"	-11.6178623954455
"1003"	0.2	1	"perception"	"g"	-18.0411341885726
"1004"	0.2	1	"perception"	"u"	-11.4391798098882
"1005"	0.2	1	"prediction"	"g"	-18.4499531686306
"1006"	0.2	1	"prediction"	"u"	-11.528025440375
"1007"	0.2	1	"presumption"	"g"	-17.6915755470594
"1008"	0.2	1	"presumption"	"u"	-11.1778936107953
"1009"	0.2	1	"proof"	"g"	-17.8325120508671
"1010"	0.2	1	"proof"	"u"	-11.2138335029284
"1011"	0.2	1	"realization"	"g"	-17.5674195190271
"1012"	0.2	1	"realization"	"u"	-11.2491885344187
"1013"	0.2	1	"recognition"	"g"	-17.4419573346774
"1014"	0.2	1	"recognition"	"u"	-11.0302881717682
"1015"	0.2	1	"remark"	"g"	-16.3491591413816
"1016"	0.2	1	"remark"	"u"	-11.0836024602254
"1017"	0.2	1	"reminder"	"g"	-16.9280475974083
"1018"	0.2	1	"reminder"	"u"	-10.6434901277224
"1019"	0.2	1	"report"	"g"	-16.6690580447515
"1020"	0.2	1	"report"	"u"	-11.0477887709935
"1021"	0.2	1	"revelation"	"g"	-16.6574377814929
"1022"	0.2	1	"revelation"	"u"	-10.9274973193804
"1023"	0.2	1	"rumor"	"g"	-16.897575477759
"1024"	0.2	1	"rumor"	"u"	-10.97571250995
"1025"	0.2	1	"sense"	"g"	-16.535868515571
"1026"	0.2	1	"sense"	"u"	-10.7875684221586
"1027"	0.2	1	"speculation"	"g"	-16.9806325137615
"1028"	0.2	1	"speculation"	"u"	-10.8643900871277
"1029"	0.2	1	"statement"	"g"	-17.620137155056
"1030"	0.2	1	"statement"	"u"	-11.286232761542
"1031"	0.2	1	"story"	"g"	-16.9464752773444
"1032"	0.2	1	"story"	"u"	-10.9014584740003
"1033"	0.2	1	"suggestion"	"g"	-17.7120756705602
"1034"	0.2	1	"suggestion"	"u"	-11.2034263928731
"1035"	0.2	1	"suspicion"	"g"	-16.0316564838091
"1036"	0.2	1	"suspicion"	"u"	-10.8217246850332
"1037"	0.2	1	"thought"	"g"	-16.7373611629009
"1038"	0.2	1	"thought"	"u"	-11.385116092364
"1039"	0.2	1	"truth"	"g"	-17.1106157700221
"1040"	0.2	1	"truth"	"u"	-11.1771698514621
"1041"	0.2	1	"understanding"	"g"	-17.5678907334804
"1042"	0.2	1	"understanding"	"u"	-10.8278663476308
"1043"	0.2	1	"view"	"g"	-17.7990954518318
"1044"	0.2	1	"view"	"u"	-11.2470882852872
"1045"	0.3	0	"accusation"	"g"	-11.8977406422297
"1046"	0.3	0	"accusation"	"u"	-8.11136773427328
"1047"	0.3	0	"admission"	"g"	-11.7604713042577
"1048"	0.3	0	"admission"	"u"	-8.94537857373556
"1049"	0.3	0	"allegation"	"g"	-11.5619373321533
"1050"	0.3	0	"allegation"	"u"	-7.5057833512624
"1051"	0.3	0	"announcement"	"g"	-13.5375727017721
"1052"	0.3	0	"announcement"	"u"	-7.89960538546244
"1053"	0.3	0	"assertion"	"g"	-12.92132016023
"1054"	0.3	0	"assertion"	"u"	-7.47748131752014
"1055"	0.3	0	"assessment"	"g"	-12.0783816576004
"1056"	0.3	0	"assessment"	"u"	-8.27546067237854
"1057"	0.3	0	"assumption"	"g"	-12.8202931880951
"1058"	0.3	0	"assumption"	"u"	-8.29354337056479
"1059"	0.3	0	"assurance"	"g"	-12.3101997375488
"1060"	0.3	0	"assurance"	"u"	-7.81693938573202
"1061"	0.3	0	"belief"	"g"	-12.7985579570134
"1062"	0.3	0	"belief"	"u"	-7.28780471483867
"1063"	0.3	0	"certainty"	"g"	-11.2946046193441
"1064"	0.3	0	"certainty"	"u"	-8.29036413828531
"1065"	0.3	0	"claim"	"g"	-11.7612930138906
"1066"	0.3	0	"claim"	"u"	-6.86223080952962
"1067"	0.3	0	"complaint"	"g"	-12.8230170011521
"1068"	0.3	0	"complaint"	"u"	-8.62182715733847
"1069"	0.3	0	"concern"	"g"	-11.2543561458588
"1070"	0.3	0	"concern"	"u"	-8.88389566739398
"1071"	0.3	0	"conclusion"	"g"	-12.9421164989472
"1072"	0.3	0	"conclusion"	"u"	-8.63530559539796
"1073"	0.3	0	"confirmation"	"g"	-11.0865416924159
"1074"	0.3	0	"confirmation"	"u"	-7.87998679478963
"1075"	0.3	0	"conjecture"	"g"	-12.0507133404414
"1076"	0.3	0	"conjecture"	"u"	-8.47257426579794
"1077"	0.3	0	"contention"	"g"	-11.1030132770538
"1078"	0.3	0	"contention"	"u"	-6.96393723487853
"1079"	0.3	0	"conviction"	"g"	-12.4459716478984
"1080"	0.3	0	"conviction"	"u"	-8.93644816875457
"1081"	0.3	0	"declaration"	"g"	-12.2503227790197
"1082"	0.3	0	"declaration"	"u"	-8.69859635035199
"1083"	0.3	0	"disclosure"	"g"	-11.4541265964508
"1084"	0.3	0	"disclosure"	"u"	-8.67919527689616
"1085"	0.3	0	"evidence"	"g"	-11.3268710772197
"1086"	0.3	0	"evidence"	"u"	-9.10857243537902
"1087"	0.3	0	"fact"	"g"	-12.5048764546712
"1088"	0.3	0	"fact"	"u"	-8.37040785153707
"1089"	0.3	0	"feeling"	"g"	-12.0948909123739
"1090"	0.3	0	"feeling"	"u"	-7.25638400713602
"1091"	0.3	0	"finding"	"g"	-11.4713853597641
"1092"	0.3	0	"finding"	"u"	-7.01819550196331
"1093"	0.3	0	"guess"	"g"	-10.7312770287196
"1094"	0.3	0	"guess"	"u"	-7.55264698664345
"1095"	0.3	0	"idea"	"g"	-12.5456170241038
"1096"	0.3	0	"idea"	"u"	-7.57421941757203
"1097"	0.3	0	"impression"	"g"	-12.4437907934189
"1098"	0.3	0	"impression"	"u"	-7.93681298891701
"1099"	0.3	0	"indication"	"g"	-11.7318559885025
"1100"	0.3	0	"indication"	"u"	-7.86099564234417
"1101"	0.3	0	"information"	"g"	-11.1193325519562
"1102"	0.3	0	"information"	"u"	-8.774623187383
"1103"	0.3	0	"insinuation"	"g"	-10.0670834382375
"1104"	0.3	0	"insinuation"	"u"	-7.1604062636693
"1105"	0.3	0	"intuition"	"g"	-11.2198745409648
"1106"	0.3	0	"intuition"	"u"	-7.50837456385294
"1107"	0.3	0	"message"	"g"	-11.3740136226018
"1108"	0.3	0	"message"	"u"	-7.75568766593932
"1109"	0.3	0	"myth"	"g"	-11.1598403453827
"1110"	0.3	0	"myth"	"u"	-8.68258721828461
"1111"	0.3	0	"news"	"g"	-11.4931124448776
"1112"	0.3	0	"news"	"u"	-7.77477060953775
"1113"	0.3	0	"notion"	"g"	-11.5344109137853
"1114"	0.3	0	"notion"	"u"	-8.41572057406107
"1115"	0.3	0	"observation"	"g"	-11.0084789991379
"1116"	0.3	0	"observation"	"u"	-7.60375097592671
"1117"	0.3	0	"opinion"	"g"	-12.0060213009516
"1118"	0.3	0	"opinion"	"u"	-7.97957296371461
"1119"	0.3	0	"perception"	"g"	-13.2847229639689
"1120"	0.3	0	"perception"	"u"	-8.49729644457498
"1121"	0.3	0	"prediction"	"g"	-12.0773886442185
"1122"	0.3	0	"prediction"	"u"	-8.14807076454163
"1123"	0.3	0	"presumption"	"g"	-11.0814247131348
"1124"	0.3	0	"presumption"	"u"	-8.30011120637257
"1125"	0.3	0	"proof"	"g"	-11.9405266841253
"1126"	0.3	0	"proof"	"u"	-7.97376822630565
"1127"	0.3	0	"realization"	"g"	-13.0918211539586
"1128"	0.3	0	"realization"	"u"	-8.31881176630656
"1129"	0.3	0	"recognition"	"g"	-12.1874523162842
"1130"	0.3	0	"recognition"	"u"	-7.13974192937215
"1131"	0.3	0	"remark"	"g"	-11.879648844401
"1132"	0.3	0	"remark"	"u"	-8.19016165733338
"1133"	0.3	0	"reminder"	"g"	-10.7128290335337
"1134"	0.3	0	"reminder"	"u"	-7.5169983625412
"1135"	0.3	0	"report"	"g"	-10.9368071556091
"1136"	0.3	0	"report"	"u"	-7.73368576367694
"1137"	0.3	0	"revelation"	"g"	-11.306779106458
"1138"	0.3	0	"revelation"	"u"	-7.97398244539896
"1139"	0.3	0	"rumor"	"g"	-10.7665934562683
"1140"	0.3	0	"rumor"	"u"	-7.69129144350688
"1141"	0.3	0	"sense"	"g"	-10.9825301965078
"1142"	0.3	0	"sense"	"u"	-8.33705023129781
"1143"	0.3	0	"speculation"	"g"	-11.3148678938548
"1144"	0.3	0	"speculation"	"u"	-8.27536784807841
"1145"	0.3	0	"statement"	"g"	-11.6836226781209
"1146"	0.3	0	"statement"	"u"	-7.78167656262716
"1147"	0.3	0	"story"	"g"	-11.9810080528259
"1148"	0.3	0	"story"	"u"	-7.63678025404609
"1149"	0.3	0	"suggestion"	"g"	-11.5616086324056
"1150"	0.3	0	"suggestion"	"u"	-7.5891323407491
"1151"	0.3	0	"suspicion"	"g"	-10.3569233814875
"1152"	0.3	0	"suspicion"	"u"	-7.79028593699138
"1153"	0.3	0	"thought"	"g"	-10.8151614268621
"1154"	0.3	0	"thought"	"u"	-8.45252175331116
"1155"	0.3	0	"truth"	"g"	-11.302933216095
"1156"	0.3	0	"truth"	"u"	-8.71998702685037
"1157"	0.3	0	"understanding"	"g"	-11.8655596176783
"1158"	0.3	0	"understanding"	"u"	-8.33663502534231
"1159"	0.3	0	"view"	"g"	-12.0733995834987
"1160"	0.3	0	"view"	"u"	-7.77511166731516
"1161"	0.3	0.25	"accusation"	"g"	-15.577508409818
"1162"	0.3	0.25	"accusation"	"u"	-10.4360564867655
"1163"	0.3	0.25	"admission"	"g"	-14.8078223665555
"1164"	0.3	0.25	"admission"	"u"	-10.9320336500804
"1165"	0.3	0.25	"allegation"	"g"	-14.8079926371574
"1166"	0.3	0.25	"allegation"	"u"	-10.1819991588592
"1167"	0.3	0.25	"announcement"	"g"	-16.5316112240156
"1168"	0.3	0.25	"announcement"	"u"	-9.89946320851643
"1169"	0.3	0.25	"assertion"	"g"	-16.3292240699132
"1170"	0.3	0.25	"assertion"	"u"	-10.0566507498423
"1171"	0.3	0.25	"assessment"	"g"	-15.5465610027313
"1172"	0.3	0.25	"assessment"	"u"	-10.4865366141001
"1173"	0.3	0.25	"assumption"	"g"	-16.0697691043218
"1174"	0.3	0.25	"assumption"	"u"	-10.3017140547434
"1175"	0.3	0.25	"assurance"	"g"	-15.2845819791158
"1176"	0.3	0.25	"assurance"	"u"	-9.76899722417196
"1177"	0.3	0.25	"belief"	"g"	-16.0112107992172
"1178"	0.3	0.25	"belief"	"u"	-10.0572971026103
"1179"	0.3	0.25	"certainty"	"g"	-13.742308874925
"1180"	0.3	0.25	"certainty"	"u"	-9.37994626363119
"1181"	0.3	0.25	"claim"	"g"	-14.1712176203728
"1182"	0.3	0.25	"claim"	"u"	-10.0199169635773
"1183"	0.3	0.25	"complaint"	"g"	-14.7944853107134
"1184"	0.3	0.25	"complaint"	"u"	-10.3777595678965
"1185"	0.3	0.25	"concern"	"g"	-14.9983887473742
"1186"	0.3	0.25	"concern"	"u"	-10.1667565425237
"1187"	0.3	0.25	"conclusion"	"g"	-15.1266906658809
"1188"	0.3	0.25	"conclusion"	"u"	-9.82169941266377
"1189"	0.3	0.25	"confirmation"	"g"	-15.0509450038274
"1190"	0.3	0.25	"confirmation"	"u"	-10.0873872756958
"1191"	0.3	0.25	"conjecture"	"g"	-15.0681802034378
"1192"	0.3	0.25	"conjecture"	"u"	-9.6687738418579
"1193"	0.3	0.25	"contention"	"g"	-15.2836659153303
"1194"	0.3	0.25	"contention"	"u"	-9.78837175369264
"1195"	0.3	0.25	"conviction"	"g"	-15.803340613842
"1196"	0.3	0.25	"conviction"	"u"	-10.5297255833944
"1197"	0.3	0.25	"declaration"	"g"	-15.3858261307081
"1198"	0.3	0.25	"declaration"	"u"	-9.70690746307374
"1199"	0.3	0.25	"disclosure"	"g"	-14.7130026022593
"1200"	0.3	0.25	"disclosure"	"u"	-10.8951755285263
"1201"	0.3	0.25	"evidence"	"g"	-13.6601888537407
"1202"	0.3	0.25	"evidence"	"u"	-10.5432085116704
"1203"	0.3	0.25	"fact"	"g"	-15.6390364368757
"1204"	0.3	0.25	"fact"	"u"	-9.72392395337422
"1205"	0.3	0.25	"feeling"	"g"	-14.6197756926218
"1206"	0.3	0.25	"feeling"	"u"	-9.71129571596782
"1207"	0.3	0.25	"finding"	"g"	-13.9283069372177
"1208"	0.3	0.25	"finding"	"u"	-9.54714325269065
"1209"	0.3	0.25	"guess"	"g"	-13.0142149527868
"1210"	0.3	0.25	"guess"	"u"	-9.4329651514689
"1211"	0.3	0.25	"idea"	"g"	-16.4374146858851
"1212"	0.3	0.25	"idea"	"u"	-10.0771136601766
"1213"	0.3	0.25	"impression"	"g"	-15.6062379280726
"1214"	0.3	0.25	"impression"	"u"	-9.87966866493226
"1215"	0.3	0.25	"indication"	"g"	-15.4088537295659
"1216"	0.3	0.25	"indication"	"u"	-9.70343318780264
"1217"	0.3	0.25	"information"	"g"	-14.0954379439354
"1218"	0.3	0.25	"information"	"u"	-11.010542623202
"1219"	0.3	0.25	"insinuation"	"g"	-12.6393114924431
"1220"	0.3	0.25	"insinuation"	"u"	-9.18262159029642
"1221"	0.3	0.25	"intuition"	"g"	-14.6586168209712
"1222"	0.3	0.25	"intuition"	"u"	-10.2923725763957
"1223"	0.3	0.25	"message"	"g"	-15.4922544360161
"1224"	0.3	0.25	"message"	"u"	-10.3458050409953
"1225"	0.3	0.25	"myth"	"g"	-13.7549452781677
"1226"	0.3	0.25	"myth"	"u"	-9.8129363377889
"1227"	0.3	0.25	"news"	"g"	-13.9073076645533
"1228"	0.3	0.25	"news"	"u"	-9.592839829127
"1229"	0.3	0.25	"notion"	"g"	-15.6876177390416
"1230"	0.3	0.25	"notion"	"u"	-10.391934188207
"1231"	0.3	0.25	"observation"	"g"	-15.0852434833844
"1232"	0.3	0.25	"observation"	"u"	-10.1819855690002
"1233"	0.3	0.25	"opinion"	"g"	-15.5057559013367
"1234"	0.3	0.25	"opinion"	"u"	-10.7026475588481
"1235"	0.3	0.25	"perception"	"g"	-15.939334054788
"1236"	0.3	0.25	"perception"	"u"	-10.2605444908142
"1237"	0.3	0.25	"prediction"	"g"	-16.1906812985738
"1238"	0.3	0.25	"prediction"	"u"	-10.239900859197
"1239"	0.3	0.25	"presumption"	"g"	-15.6458458900452
"1240"	0.3	0.25	"presumption"	"u"	-10.2680022637049
"1241"	0.3	0.25	"proof"	"g"	-15.0527704755465
"1242"	0.3	0.25	"proof"	"u"	-10.3148571570714
"1243"	0.3	0.25	"realization"	"g"	-16.0419433116913
"1244"	0.3	0.25	"realization"	"u"	-10.2134744644165
"1245"	0.3	0.25	"recognition"	"g"	-14.5963495175044
"1246"	0.3	0.25	"recognition"	"u"	-9.71563008626302
"1247"	0.3	0.25	"remark"	"g"	-14.0333036184311
"1248"	0.3	0.25	"remark"	"u"	-9.55946607589721
"1249"	0.3	0.25	"reminder"	"g"	-14.3721694946289
"1250"	0.3	0.25	"reminder"	"u"	-9.69551037947337
"1251"	0.3	0.25	"report"	"g"	-13.7364140351613
"1252"	0.3	0.25	"report"	"u"	-9.94715173244477
"1253"	0.3	0.25	"revelation"	"g"	-14.6399472951889
"1254"	0.3	0.25	"revelation"	"u"	-9.76540787220002
"1255"	0.3	0.25	"rumor"	"g"	-15.057177623113
"1256"	0.3	0.25	"rumor"	"u"	-9.7577921072642
"1257"	0.3	0.25	"sense"	"g"	-14.8242976665497
"1258"	0.3	0.25	"sense"	"u"	-10.0380907376607
"1259"	0.3	0.25	"speculation"	"g"	-14.6996953090032
"1260"	0.3	0.25	"speculation"	"u"	-9.70696969032289
"1261"	0.3	0.25	"statement"	"g"	-15.7658962408702
"1262"	0.3	0.25	"statement"	"u"	-10.3482510964076
"1263"	0.3	0.25	"story"	"g"	-14.4075830777486
"1264"	0.3	0.25	"story"	"u"	-10.0651090860367
"1265"	0.3	0.25	"suggestion"	"g"	-15.9851216077804
"1266"	0.3	0.25	"suggestion"	"u"	-9.92604242960612
"1267"	0.3	0.25	"suspicion"	"g"	-14.179013411204
"1268"	0.3	0.25	"suspicion"	"u"	-9.66333456039428
"1269"	0.3	0.25	"thought"	"g"	-13.5766906738281
"1270"	0.3	0.25	"thought"	"u"	-10.1232552448908
"1271"	0.3	0.25	"truth"	"g"	-14.095759054025
"1272"	0.3	0.25	"truth"	"u"	-10.159421714147
"1273"	0.3	0.25	"understanding"	"g"	-15.0986302296321
"1274"	0.3	0.25	"understanding"	"u"	-10.1562978744507
"1275"	0.3	0.25	"view"	"g"	-15.5974188645681
"1276"	0.3	0.25	"view"	"u"	-10.0351205984751
"1277"	0.3	0.5	"accusation"	"g"	-13.8113522291183
"1278"	0.3	0.5	"accusation"	"u"	-10.9788986444473
"1279"	0.3	0.5	"admission"	"g"	-13.7196405172348
"1280"	0.3	0.5	"admission"	"u"	-10.1384214639664
"1281"	0.3	0.5	"allegation"	"g"	-12.6324199438095
"1282"	0.3	0.5	"allegation"	"u"	-9.66438269615173
"1283"	0.3	0.5	"announcement"	"g"	-13.8866344094276
"1284"	0.3	0.5	"announcement"	"u"	-9.63141644001007
"1285"	0.3	0.5	"assertion"	"g"	-14.05751516819
"1286"	0.3	0.5	"assertion"	"u"	-9.59811024665832
"1287"	0.3	0.5	"assessment"	"g"	-13.9873058795929
"1288"	0.3	0.5	"assessment"	"u"	-10.1682498693466
"1289"	0.3	0.5	"assumption"	"g"	-14.6799002051353
"1290"	0.3	0.5	"assumption"	"u"	-10.1103407859802
"1291"	0.3	0.5	"assurance"	"g"	-14.0896286129952
"1292"	0.3	0.5	"assurance"	"u"	-10.0087401151657
"1293"	0.3	0.5	"belief"	"g"	-14.0068685650826
"1294"	0.3	0.5	"belief"	"u"	-9.91651163101196
"1295"	0.3	0.5	"certainty"	"g"	-12.5000481128693
"1296"	0.3	0.5	"certainty"	"u"	-9.39128551483154
"1297"	0.3	0.5	"claim"	"g"	-13.679058945179
"1298"	0.3	0.5	"claim"	"u"	-9.73080451488495
"1299"	0.3	0.5	"complaint"	"g"	-13.948798418045
"1300"	0.3	0.5	"complaint"	"u"	-10.1949328660965
"1301"	0.3	0.5	"concern"	"g"	-13.3084367871285
"1302"	0.3	0.5	"concern"	"u"	-9.74581048488617
"1303"	0.3	0.5	"conclusion"	"g"	-14.4596323728562
"1304"	0.3	0.5	"conclusion"	"u"	-10.0120797157288
"1305"	0.3	0.5	"confirmation"	"g"	-13.2284824967384
"1306"	0.3	0.5	"confirmation"	"u"	-9.8592746257782
"1307"	0.3	0.5	"conjecture"	"g"	-13.7625504016876
"1308"	0.3	0.5	"conjecture"	"u"	-9.93170018196107
"1309"	0.3	0.5	"contention"	"g"	-13.8839460015297
"1310"	0.3	0.5	"contention"	"u"	-9.47851042747498
"1311"	0.3	0.5	"conviction"	"g"	-14.2346858382225
"1312"	0.3	0.5	"conviction"	"u"	-10.7561162471771
"1313"	0.3	0.5	"declaration"	"g"	-13.715478181839
"1314"	0.3	0.5	"declaration"	"u"	-9.81493079662323
"1315"	0.3	0.5	"disclosure"	"g"	-13.2364034056664
"1316"	0.3	0.5	"disclosure"	"u"	-10.7278776168823
"1317"	0.3	0.5	"evidence"	"g"	-12.3543584227562
"1318"	0.3	0.5	"evidence"	"u"	-9.94010632038117
"1319"	0.3	0.5	"fact"	"g"	-14.4270418763161
"1320"	0.3	0.5	"fact"	"u"	-9.72375521659852
"1321"	0.3	0.5	"feeling"	"g"	-14.3240161061287
"1322"	0.3	0.5	"feeling"	"u"	-9.50043189525604
"1323"	0.3	0.5	"finding"	"g"	-13.2063916087151
"1324"	0.3	0.5	"finding"	"u"	-9.63611867427826
"1325"	0.3	0.5	"guess"	"g"	-12.6926079750061
"1326"	0.3	0.5	"guess"	"u"	-8.98698880672456
"1327"	0.3	0.5	"idea"	"g"	-14.0902043700218
"1328"	0.3	0.5	"idea"	"u"	-9.69906024932861
"1329"	0.3	0.5	"impression"	"g"	-14.0414386868477
"1330"	0.3	0.5	"impression"	"u"	-10.1235474824905
"1331"	0.3	0.5	"indication"	"g"	-13.5274458169937
"1332"	0.3	0.5	"indication"	"u"	-9.64348332881926
"1333"	0.3	0.5	"information"	"g"	-13.4047477841377
"1334"	0.3	0.5	"information"	"u"	-10.5421798944473
"1335"	0.3	0.5	"insinuation"	"g"	-11.8111894607544
"1336"	0.3	0.5	"insinuation"	"u"	-9.20472786426544
"1337"	0.3	0.5	"intuition"	"g"	-13.7568682312965
"1338"	0.3	0.5	"intuition"	"u"	-10.0300024032593
"1339"	0.3	0.5	"message"	"g"	-14.1426815629005
"1340"	0.3	0.5	"message"	"u"	-10.2293206453323
"1341"	0.3	0.5	"myth"	"g"	-13.1783976316452
"1342"	0.3	0.5	"myth"	"u"	-9.82788085937499
"1343"	0.3	0.5	"news"	"g"	-12.957874917984
"1344"	0.3	0.5	"news"	"u"	-9.28478059768677
"1345"	0.3	0.5	"notion"	"g"	-14.2280417680741
"1346"	0.3	0.5	"notion"	"u"	-10.4242174625397
"1347"	0.3	0.5	"observation"	"g"	-13.6269613742828
"1348"	0.3	0.5	"observation"	"u"	-9.80797929763794
"1349"	0.3	0.5	"opinion"	"g"	-13.9179865002632
"1350"	0.3	0.5	"opinion"	"u"	-10.2776693820953
"1351"	0.3	0.5	"perception"	"g"	-14.11593927145
"1352"	0.3	0.5	"perception"	"u"	-10.7853866100311
"1353"	0.3	0.5	"prediction"	"g"	-14.56077054739
"1354"	0.3	0.5	"prediction"	"u"	-10.2858357906342
"1355"	0.3	0.5	"presumption"	"g"	-14.1055708646775
"1356"	0.3	0.5	"presumption"	"u"	-9.7074179649353
"1357"	0.3	0.5	"proof"	"g"	-13.7553996920586
"1358"	0.3	0.5	"proof"	"u"	-10.2417337179184
"1359"	0.3	0.5	"realization"	"g"	-13.5529902458191
"1360"	0.3	0.5	"realization"	"u"	-10.2637599468231
"1361"	0.3	0.5	"recognition"	"g"	-13.5482842087746
"1362"	0.3	0.5	"recognition"	"u"	-9.88637194633484
"1363"	0.3	0.5	"remark"	"g"	-13.1462653875351
"1364"	0.3	0.5	"remark"	"u"	-9.85991823673248
"1365"	0.3	0.5	"reminder"	"g"	-13.4752002596855
"1366"	0.3	0.5	"reminder"	"u"	-9.80410311222076
"1367"	0.3	0.5	"report"	"g"	-13.4777323126793
"1368"	0.3	0.5	"report"	"u"	-9.55249857902527
"1369"	0.3	0.5	"revelation"	"g"	-13.5752157449722
"1370"	0.3	0.5	"revelation"	"u"	-10.2282675504684
"1371"	0.3	0.5	"rumor"	"g"	-12.6144654989243
"1372"	0.3	0.5	"rumor"	"u"	-9.3971138715744
"1373"	0.3	0.5	"sense"	"g"	-13.446050798893
"1374"	0.3	0.5	"sense"	"u"	-9.7793851852417
"1375"	0.3	0.5	"speculation"	"g"	-12.3805026173592
"1376"	0.3	0.5	"speculation"	"u"	-9.16856832504273
"1377"	0.3	0.5	"statement"	"g"	-13.5046023964882
"1378"	0.3	0.5	"statement"	"u"	-9.96119236946106
"1379"	0.3	0.5	"story"	"g"	-13.3762083649635
"1380"	0.3	0.5	"story"	"u"	-9.67416050434113
"1381"	0.3	0.5	"suggestion"	"g"	-13.8426914215088
"1382"	0.3	0.5	"suggestion"	"u"	-9.45389890670776
"1383"	0.3	0.5	"suspicion"	"g"	-12.5601454734802
"1384"	0.3	0.5	"suspicion"	"u"	-9.48365013599395
"1385"	0.3	0.5	"thought"	"g"	-12.3616529941559
"1386"	0.3	0.5	"thought"	"u"	-9.93132486343383
"1387"	0.3	0.5	"truth"	"g"	-13.978309571743
"1388"	0.3	0.5	"truth"	"u"	-10.4418071508408
"1389"	0.3	0.5	"understanding"	"g"	-13.6368278026581
"1390"	0.3	0.5	"understanding"	"u"	-10.4193753242493
"1391"	0.3	0.5	"view"	"g"	-13.6540200352669
"1392"	0.3	0.5	"view"	"u"	-10.1436957120895
"1393"	0.3	0.75	"accusation"	"g"	-16.6276322752237
"1394"	0.3	0.75	"accusation"	"u"	-11.6801628291607
"1395"	0.3	0.75	"admission"	"g"	-16.3318018168211
"1396"	0.3	0.75	"admission"	"u"	-11.6107320010662
"1397"	0.3	0.75	"allegation"	"g"	-15.6232014000416
"1398"	0.3	0.75	"allegation"	"u"	-10.8601202189922
"1399"	0.3	0.75	"announcement"	"g"	-17.3502677679062
"1400"	0.3	0.75	"announcement"	"u"	-10.5967525959015
"1401"	0.3	0.75	"assertion"	"g"	-17.1099977493286
"1402"	0.3	0.75	"assertion"	"u"	-10.9213727533817
"1403"	0.3	0.75	"assessment"	"g"	-16.3469272553921
"1404"	0.3	0.75	"assessment"	"u"	-11.3684656143189
"1405"	0.3	0.75	"assumption"	"g"	-17.3725619465113
"1406"	0.3	0.75	"assumption"	"u"	-10.9090731859207
"1407"	0.3	0.75	"assurance"	"g"	-16.5949033796787
"1408"	0.3	0.75	"assurance"	"u"	-11.192031365633
"1409"	0.3	0.75	"belief"	"g"	-16.8978746980429
"1410"	0.3	0.75	"belief"	"u"	-10.9167733609676
"1411"	0.3	0.75	"certainty"	"g"	-15.650204628706
"1412"	0.3	0.75	"certainty"	"u"	-10.2798099339008
"1413"	0.3	0.75	"claim"	"g"	-15.2631302326918
"1414"	0.3	0.75	"claim"	"u"	-11.0201625347137
"1415"	0.3	0.75	"complaint"	"g"	-16.4703218191862
"1416"	0.3	0.75	"complaint"	"u"	-11.2476568639278
"1417"	0.3	0.75	"concern"	"g"	-16.4722107052803
"1418"	0.3	0.75	"concern"	"u"	-10.8940150260925
"1419"	0.3	0.75	"conclusion"	"g"	-17.0823297202587
"1420"	0.3	0.75	"conclusion"	"u"	-10.9255128622055
"1421"	0.3	0.75	"confirmation"	"g"	-16.4103759378195
"1422"	0.3	0.75	"confirmation"	"u"	-10.9561918497086
"1423"	0.3	0.75	"conjecture"	"g"	-16.1866009533406
"1424"	0.3	0.75	"conjecture"	"u"	-10.8624974310398
"1425"	0.3	0.75	"contention"	"g"	-16.4040757417679
"1426"	0.3	0.75	"contention"	"u"	-10.975815308094
"1427"	0.3	0.75	"conviction"	"g"	-16.7657881677151
"1428"	0.3	0.75	"conviction"	"u"	-11.122129124403
"1429"	0.3	0.75	"declaration"	"g"	-16.5501736551523
"1430"	0.3	0.75	"declaration"	"u"	-10.670289260149
"1431"	0.3	0.75	"disclosure"	"g"	-16.1370803564787
"1432"	0.3	0.75	"disclosure"	"u"	-11.3177153587341
"1433"	0.3	0.75	"evidence"	"g"	-15.8920977711678
"1434"	0.3	0.75	"evidence"	"u"	-11.1742485582829
"1435"	0.3	0.75	"fact"	"g"	-17.6993167996407
"1436"	0.3	0.75	"fact"	"u"	-10.5755182623863
"1437"	0.3	0.75	"feeling"	"g"	-16.6757996827364
"1438"	0.3	0.75	"feeling"	"u"	-9.99702571034433
